Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5241,15.06,1788521719851553.970	,1788521719851569.030	
2,aclnnMm_MatMulCommon_MatMulV2,KERNEL_AICORE,2,5242,52.92,1788521719851577.230	,1788521719851630.150	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5243,1.56,1788521719851630.190	,1788521719851631.750	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5244,5.02,1788521719851631.770	,1788521719851636.790	
2,N/A,MEMCPY_ASYNC,2,5245,2.14,1788521719851709.350	,1788521719851711.490	
2,trans_Cast_52,KERNEL_AIVEC,2,5246,1.34,1788521719851721.970	,1788521719851723.310	
2,DropOutGenMask37/Sub,KERNEL_AIVEC,2,5247,1.5,1788521719851746.010	,1788521719851747.510	
2,trans_Cast_53,KERNEL_AIVEC,2,5248,1.28,1788521719851768.570	,1788521719851769.850	
2,N/A,MEMCPY_ASYNC,2,5249,2.16,1788521719851786.370	,1788521719851788.530	
2,DropOutGenMask37/DSAGENBITMASK,STARS_COMMON,2,5250,7.28,1788521719851788.690	,1788521719851795.970	
2,N/A,MEMCPY_ASYNC,2,5251,0.86,1788521719851811.030	,1788521719851811.890	
2,DropOutDoMask12,KERNEL_AIVEC,2,5252,7.94,1788521719851889.890	,1788521719851897.830	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5253,8.56,1788521719851924.410	,1788521719851932.970	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5254,7.38,1788521719851958.190	,1788521719851965.570	
2,LayerNorm6,KERNEL_AIVEC,2,5255,25.8,1788521719852046.210	,1788521719852072.010	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5256,7.64,1788521719852080.210	,1788521719852087.850	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5257,10.64,1788521719852103.790	,1788521719852114.430	
2,aclnnMm_MatMulCommon_MatMulV2,KERNEL_AICORE,2,5258,12.82,1788521719852126.930	,1788521719852139.750	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5259,5.36,1788521719852160.670	,1788521719852166.030	
2,aclnnMm_MatMulCommon_MatMulV2,KERNEL_AICORE,2,5260,13.62,1788521719852183.550	,1788521719852197.170	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5261,1.2,1788521719852197.190	,1788521719852198.390	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5262,7.46,1788521719852219.730	,1788521719852227.190	
2,aclnnPermute_TransposeAiCore_Transpose,KERNEL_AIVEC,2,5263,20.2,1788521719852255.010	,1788521719852275.210	
2,RealDiv8,KERNEL_AIVEC,2,5264,7.88,1788521719852333.830	,1788521719852341.710	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5265,1.16,1788521719852368.070	,1788521719852369.230	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5266,5.58,1788521719852391.010	,1788521719852396.590	
2,aclnnPermute_TransposeAiCore_Transpose,KERNEL_AIVEC,2,5267,24.06,1788521719852425.070	,1788521719852449.130	
2,RealDiv8,KERNEL_AIVEC,2,5268,8.06,1788521719852500.710	,1788521719852508.770	
2,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,KERNEL_AICORE,2,5269,79.48,1788521719852538.610	,1788521719852618.090	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5270,31.74,1788521719852618.130	,1788521719852649.870	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5271,48.86,1788521719852649.890	,1788521719852698.750	
2,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,KERNEL_AIVEC,2,5272,104.18,1788521719852698.770	,1788521719852802.950	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5273,10.46,1788521719852802.970	,1788521719852813.430	
2,aclnnMm_MatMulCommon_MatMulV2,KERNEL_AICORE,2,5274,12.98,1788521719852813.450	,1788521719852826.430	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5275,17.96,1788521719852826.450	,1788521719852844.410	
2,N/A,MEMCPY_ASYNC,2,5276,2.14,1788521719852844.430	,1788521719852846.570	
2,trans_Cast_54,KERNEL_AIVEC,2,5277,1.4,1788521719852846.730	,1788521719852848.130	
2,DropOutGenMask38/Sub,KERNEL_AIVEC,2,5278,1.72,1788521719852848.150	,1788521719852849.870	
2,trans_Cast_55,KERNEL_AIVEC,2,5279,1.22,1788521719852849.910	,1788521719852851.130	
2,N/A,MEMCPY_ASYNC,2,5280,2.18,1788521719852859.370	,1788521719852861.550	
2,DropOutGenMask38/DSAGENBITMASK,STARS_COMMON,2,5281,100.08,1788521719852861.710	,1788521719852961.790	
2,N/A,MEMCPY_ASYNC,2,5282,3.1,1788521719852961.810	,1788521719852964.910	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5283,1.26,1788521719852964.930	,1788521719852966.190	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5284,8.16,1788521719852966.210	,1788521719852974.370	
2,aclnnPermute_TransposeAiCore_Transpose,KERNEL_AIVEC,2,5285,25.66,1788521719852988.810	,1788521719853014.470	
2,DropOutDoMask10,KERNEL_AIVEC,2,5286,23.38,1788521719853065.990	,1788521719853089.370	
2,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,KERNEL_AICORE,2,5287,18.52,1788521719853100.270	,1788521719853118.790	
2,aclnnPermute_TransposeAiCore_Transpose,KERNEL_AIVEC,2,5288,20.86,1788521719853134.550	,1788521719853155.410	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5289,10.44,1788521719853158.270	,1788521719853168.710	
2,aclnnMm_MatMulCommon_MatMulV2,KERNEL_AICORE,2,5290,13.38,1788521719853191.930	,1788521719853205.310	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5291,1.42,1788521719853214.890	,1788521719853216.310	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5292,7.6,1788521719853227.750	,1788521719853235.350	
2,N/A,MEMCPY_ASYNC,2,5293,2.16,1788521719853318.630	,1788521719853320.790	
2,trans_Cast_56,KERNEL_AIVEC,2,5294,1.24,1788521719853331.510	,1788521719853332.750	
2,DropOutGenMask39/Sub,KERNEL_AIVEC,2,5295,1.5,1788521719853354.930	,1788521719853356.430	
2,trans_Cast_57,KERNEL_AIVEC,2,5296,1.26,1788521719853378.310	,1788521719853379.570	
2,N/A,MEMCPY_ASYNC,2,5297,2.22,1788521719853395.510	,1788521719853397.730	
2,DropOutGenMask39/DSAGENBITMASK,STARS_COMMON,2,5298,7.4,1788521719853397.870	,1788521719853405.270	
2,N/A,MEMCPY_ASYNC,2,5299,0.9,1788521719853409.630	,1788521719853410.530	
2,DropOutDoMask12,KERNEL_AIVEC,2,5300,8.56,1788521719853495.710	,1788521719853504.270	
2,aclnnAdd_AddAiCore_Add,KERNEL_AIVEC,2,5301,8.96,1788521719853530.670	,1788521719853539.630	
2,aclnnCast_CastAiCore_Cast,KERNEL_AIVEC,2,5302,7.38,1788521719853564.250	,1788521719853571.630	
2,LayerNorm6,KERNEL_AIVEC,2,5303,24.08,1788521719853655.390	,1788521719853679.470	
